position,variable,label,block,type,n_valid,n_missing,min,max,mean,value_labels,derivation
204,REGION_MYS,Region Malaysia,wave-specific,numeric,1060,153135,1.0,15.0,,1 = Johor | 2 = Kedah | 3 = Kelantan | 4 = Pahang | 5 = Perak | 6 = Selangor | 7 = Terengganu | 8 = Negeri Sembilan | 9 = Perlis | 10 = Melaka | 11 = Pulau Pinang | 12 = Putrajaya | 13 = Kuala Lumpur | 14 = Sabah | 15 = Sarawak | 16 = Labuan | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
205,REGION2_NAM,Region 2 Namibia,wave-specific,numeric,1002,153193,1.0,4.0,,1 = Southeast | 2 = Central | 3 = Northern Urban | 4 = Northeast | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
206,REGION2_NGA,Region 2 Nigeria,wave-specific,numeric,1000,153195,1.0,6.0,,1 = North Central | 2 = North East | 3 = North West | 4 = South East | 5 = South South | 6 = South West | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
207,REGION2_NIC,Region 2 Nicaragua,wave-specific,numeric,1080,153115,1.0,9.0,,1 = La Segovia | 2 = Western (Occidental) | 3 = Managua | 4 = South (Sur) | 5 = Central | 6 = North (Norte) | 7 = R.A.A.N. | 8 = R.A.A.S. | 9 = Rio San Juan | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
208,REGION_NLD,Region Netherlands,wave-specific,numeric,1001,153194,17020.0,17031.0,,17020 = Groningen | 17021 = Friesland | 17022 = Drenthe | 17023 = Overijssel | 17024 = Gelderland | 17025 = Flevoland | 17026 = Utrecht | 17027 = Noord-Holland | 17028 = Zuid-Holland | 17029 = Zeeland | 17030 = Noord-Brabant | 17031 = Limburg | 99998 = (DK) | 99999 = (Refused),As supplied in the source file for this wave.
209,REGION3_NOR,Region 3 Norway,wave-specific,numeric,0,154195,,,,1 = Oslo | 2 = Vestlandet | 3 = Midt-Norge | 4 = Nord-Norge | 5 = Eastern Norway | 6 = Sorlandet including Telemark,As supplied in the source file for this wave.
210,REGION2_NPL,Region2 Nepal,wave-specific,numeric,1095,153100,1.0,5.0,,1 = Eastern Region | 2 = Central Region | 3 = Western Region | 4 = Mid-Western Region | 5 = Far-Western Region,As supplied in the source file for this wave.
211,REGION2_NZL,Region 2 New Zealand,wave-specific,numeric,1006,153189,1.0,2.0,,1 = North Island | 2 = South Island,As supplied in the source file for this wave.
212,REGION2_PAN,Region 2 Panama,wave-specific,numeric,1080,153115,1.0,4.0,,1 = Panama Metropolitan | 2 = Central | 3 = Western | 4 = Eastern,As supplied in the source file for this wave.
213,REGION2_PER,Region 2 Peru,wave-specific,numeric,1000,153195,1.0,8.0,,1 = Lima Metropolitana (Lima Metropolis) | 2 = Sierra Norte (North Sierra/North Mountain) | 3 = Sierra Centro (Central Sierra/Central Mountain) | 4 = Sierra Sur (South Sierra/South Mountain) | 5 = Costa Norte (North Coast) | 6 = Costa Sur (South Coast) | 7 = Selva (Forest) | 8 = Costa Centro (Central Coast) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
214,REGION2_PHL,Region 2 Philippines,wave-specific,numeric,1090,153105,1.0,5.0,,1 = NCR | 3 = Balance Luzon | 4 = Visayas | 5 = Mindanao | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
215,REGION3_POL,Region 3 Poland,wave-specific,numeric,1080,153115,1.0,7.0,,1 = Central region | 2 = South region | 3 = East region | 4 = Northwest region | 5 = Southwest region | 6 = North region | 7 = Masovian | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
216,REGION2_PRT,Region 2 Portugal,wave-specific,numeric,1001,153194,1.0,7.0,,1 = Norte | 2 = Algarve | 3 = Centro | 4 = Lisboa | 5 = Alentejo | 6 = R.A.Acores | 7 = R.A.Madeira | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
217,REGION2_PRY,Region 2 Paraguay,wave-specific,numeric,1079,153116,1.0,5.0,,1 = Norte (North) | 2 = Sur (South) | 3 = Este (East) | 5 = Centro (Central) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
218,REGION2_ROU,Region Romania,wave-specific,numeric,1080,153115,1.0,8.0,,1 = North-East | 2 = South-East | 3 = South | 4 = South-West | 5 = West | 6 = North-West | 7 = Central | 8 = Bucharest | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
219,REGION3_RUS,Region 3 Russia,wave-specific,numeric,2168,152027,1.0,10.0,,1 = Moscow city (capital) | 2 = Saint-Petersburg city | 3 = Center (excl Moscow city) | 4 = Northwest (excl Saint-Petersburg city) | 5 = South | 6 = Privolzhskiy | 7 = Urals | 8 = Siberia | 9 = Far East | 10 = North Caucasus | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
220,REGION2_SAU,Region 2 Saudi Arabia,wave-specific,numeric,1000,153195,1.0,5.0,,1 = Central | 2 = Western | 3 = Eastern | 4 = South | 5 = Northern,As supplied in the source file for this wave.
221,REGION2_SEN,Region 2 Senegal,wave-specific,numeric,1000,153195,1.0,5.0,,1 = Central | 2 = Natural Casamance | 3 = North | 4 = Oriental | 5 = West,As supplied in the source file for this wave.
222,REGION2_SLE,Region2 Sierra Leone,wave-specific,numeric,1133,153062,1.0,4.0,,1 = Eastern Province | 2 = Northern Province | 3 = Southern Province | 4 = Western Province,As supplied in the source file for this wave.
223,REGION_SLV,Region El Salvador,wave-specific,numeric,1080,153115,1.0,14.0,,1 = Ahuachapan | 2 = Cabanas | 3 = Chalatenango | 4 = Cuscatlán | 5 = La Libertad | 6 = La Paz | 7 = La Unión | 8 = Morazán | 9 = San Miguel | 10 = San Salvador | 11 = San Vicente | 12 = Santa Ana | 13 = Sonsonate | 14 = Usulután | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
224,REGION2_SRB,Region 2 Serbia,wave-specific,numeric,1080,153115,1.0,6.0,,1 = Vojvodina | 2 = Belgrade | 3 = West Serbia | 4 = Central Serbia | 5 = East Serbia | 6 = South Serbia | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
225,REGION2_SVK,Region 2 Slovakia,wave-specific,numeric,1080,153115,22001.0,22004.0,,98 = (DK) | 99 = (Refused) | 22001 = Bratislavsky Kraj (Capital Area) | 22002 = Zapadne Slovenkso (West Area) | 22003 = Stredne Slovenkso (Central Area) | 22004 = Vychodne Slovenkso (East Area),As supplied in the source file for this wave.
226,REGION_SVN,Region Slovenia,wave-specific,numeric,1001,153194,1.0,12.0,,1 = POMURSKA (Mura) | 2 = PODRAVSKA (Drava) | 3 = KOROSKA (Carinthia) | 4 = SAVINJSKA (Savinja) | 5 = ZASAVSKA (Central Sava) | 6 = POSAVSKA (Lower Sava) | 7 = GORENJSKA (Upper Carniola) | 8 = PRIMORSKO-NOTRANJSKA (Littoral-Inner Carniola) | 9 = GORISKA (Gorizia) | 10 = OBALNO-KRASKA (Coastal - Karst) | 11 = JUGOVZHODNA SLOVENIJA (Southeast Slovenia) | 12 = OSREDNJESLOVENSKA (Central Slovenia) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
227,REGION2_SWE,Region 2 Sweden,wave-specific,numeric,1000,153195,1.0,8.0,,1 = Stockholm | 2 = Ostra Mellansverige | 3 = Sydsverige | 4 = Norra Mellansverige | 5 = Mellersta Norrland | 6 = Ovre Norrland | 7 = Smaland med oarna | 8 = Vastverige,As supplied in the source file for this wave.
228,REGION2_TOG,Region 2 Togo,wave-specific,numeric,1130,153065,1.0,6.0,,1 = Centrale | 2 = Kara | 3 = Maritime | 4 = Plateaux | 5 = Savanes | 6 = Lome | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
229,REGION2_THA,Region 2 Thailand,wave-specific,numeric,1000,153195,1.0,5.0,,1 = North | 2 = Northeast | 3 = Central | 4 = South | 5 = Bangkok | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
230,REGION2_TJK,Region 2 Tajikistan,wave-specific,numeric,1080,153115,1.0,4.0,,1 = Dushanbe | 2 = East | 3 = South | 4 = North,As supplied in the source file for this wave.
231,REGION2_TUN,Region 2 Tunisia,wave-specific,numeric,1000,153195,1.0,3.0,,1 = North | 2 = Center | 3 = South,As supplied in the source file for this wave.
232,REGION2_TUR,Region 2 Turkey,wave-specific,numeric,1059,153136,1.0,7.0,,1 = Aegean Region (Ege Bolgesi) | 2 = Black Sea Region (Karadeniz Bolgesi) | 3 = Central Anatolia Region (Ic Anadolu Bolgesi) | 4 = Eastern Anatolia Region (Dogu Anadolu Bolgesi) | 5 = Marmara Region (Marmara Bolgesi) | 6 = Mediterranean Region (Akdeniz Bolgesi) | 7 = Southeastern Anatolia Region (Guneydogu Anadolu Bolgesi) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
233,REGION_TWN,Region Taiwan,wave-specific,numeric,1000,153195,1.0,25.0,,1 = Chiayi County | 2 = Chiayi Municipality | 3 = Changhua County | 4 = Hsinchu County | 5 = Hsinchu Municipality | 6 = Hualien County | 8 = Kaohsiung Municipality | 9 = Keelung Municipality | 10 = Kinmen County | 11 = Lienchiang County | 12 = Miaoli County | 13 = Nantou County | 14 = Penghu County | 15 = Pingtun County | 17 = Taichung Municipality | 19 = Tainan Municipality | 20 = New Taipei Municipality | 21 = Taipei Municipality | 22 = Taitung County | 23 = Taoyuan County/City | 24 = Yilan County | 25 = Yunlin County | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
234,REGION2_TZA,Region 2 Tanzania,wave-specific,numeric,1000,153195,1.0,8.0,,1 = Central | 2 = Coastal | 3 = Islands | 4 = Lake | 5 = Mountain | 6 = Northern | 7 = Southern | 8 = Western | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
235,REGION2_UGA,Region 2 Uganda,wave-specific,numeric,1000,153195,1.0,4.0,,1 = Central Region | 2 = Eastern Region | 3 = Northern Region | 4 = Western Region | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
236,REGION2_UKR,Region 2 Ukraine,wave-specific,numeric,1080,153115,1.0,6.0,,1 = Kiev | 2 = East | 3 = South | 4 = West | 5 = North | 6 = Center | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
237,REGION2_URY,Region 2 Uruguay,wave-specific,numeric,1080,153115,1.0,2.0,,1 = Montevideo | 2 = Interior | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
238,REGION2_USA,Region 2 USA,wave-specific,numeric,1014,153181,1.0,4.0,,1 = Northeast | 2 = Midwest | 3 = South | 4 = West,As supplied in the source file for this wave.
239,REGION2_UZB,Region 2 Uzbekistan,wave-specific,numeric,1080,153115,1.0,6.0,,1 = Tashkent | 2 = East | 3 = South | 5 = North/West | 6 = Center,As supplied in the source file for this wave.
240,REGION2_VEN,Region 2 Venezuela,wave-specific,numeric,1080,153115,1.0,6.0,,1 = Zone I: Capital | 2 = Zone II: North-Western | 3 = Zone III: Eastern | 4 = Zone IV: Centre Llano | 5 = Zone V: Central West | 6 = Zone VI: Andean | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
241,REGION2_VNM,Region 2 Vietnam,wave-specific,numeric,1002,153193,1.0,3.0,,1 = North | 2 = Central | 3 = South | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
242,REGION2_KOS,Region 2 Kosovo,wave-specific,numeric,1088,153107,1.0,9.0,,1 = Prishtina region | 2 = Mitrovica region | 3 = Gjilan region | 4 = Gjakove region | 5 = Prizren region | 6 = Peja region | 7 = Ferizaj region | 8 = North Kosovo | 9 = Other (Serb-majority municipalities),As supplied in the source file for this wave.
243,REGION_ZAF,Region South Africa,wave-specific,numeric,1060,153135,1.0,9.0,,1 = Eastern Cape | 2 = Free State | 3 = Gauteng | 4 = KwaZulu Natal | 5 = Limpopo | 6 = Mpumalanga | 7 = North West | 8 = Northern Cape | 9 = Western Cape | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
244,REGION2_ZMB,Region 2 Zambia,wave-specific,numeric,1000,153195,1.0,10.0,,1 = Central | 2 = Copper Belt | 3 = Eastern | 4 = Lua pula | 5 = Lusaka | 6 = Northern | 7 = North Western | 8 = Southern | 9 = Western | 10 = Muchinga | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
245,REGION_ZWE,Region Zimbabwe,wave-specific,numeric,1082,153113,1.0,10.0,,1 = Bulawayo | 2 = Harare | 3 = Manicaland | 4 = Mashonaland Central | 5 = Mashonaland East | 6 = Mashonaland West | 7 = Masvingo | 8 = Matabeleland North | 9 = Matabeleland South | 10 = Midlands | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
